,날짜,기업명,"긍정1,부정2",정제된 내용,score
6656,2023-02-01,HMM,1,내려 내려 내려간다는 공매견들 어디갓니,37.306
6657,2023-02-02,HMM,2,속냐 엌,9.805
6658,2023-02-09,HMM,2,와 전자 원에서 원으로바 이건 여전 하방 파란불에 꽂혔네,11.563
6659,2023-02-09,HMM,2,신규매수 절대 금지 개잡주 운임지수 반등하면 사세요운임 깨집니다바닥이 어딘지 확인하고그때 사세요 운임 기준 똔똔운임 깨지면 적자 전환임지금 딱 운임 입니다내일 금요일 깨집니다 대 예상해봅니다 깨지는게 기정사실로 확인되면바로 수직낙하 쳐박습니다절대 매수하면 됩니다 밑에 찬퀴벌레 나 세기들 말 믿지마세요지들 평단 오게 개미들 꼬시는 사기꾼들,23.002
6660,2023-02-06,HMM,2,떡락의 시작 오늘부터 다시 떡락이 시작될 것이다,11.123
6661,2023-02-03,HMM,2,현재매매동향 안티팔고 찬티사고,32.111
6662,2023-02-02,HMM,2,이거 우오현이가 매수한시점부터 개 나락이네 삼라마이더스,10.115
6663,2023-02-06,HMM,2,공매야 천원 간다는데공매 안치나,26.805
6664,2023-02-09,HMM,1,즐거운 마음으로,84.17
6665,2023-02-03,HMM,1,매각 매각해도 주식은 그대로 남아있는건가요,11.702
6666,2023-02-02,HMM,2,원 되면 매각될듯 어떤 멍청이가 이가격에 회사를 사냐 물론 너네들은 멍청해서 에 쳐물렸겠지만,11.588
6667,2023-02-01,HMM,2,속고 또속고 흠찬티 종특 작년 내내 쳐속고 올해도 속고있는중,14.56
6668,2023-02-01,HMM,2,시 또 주저앉남 요새팬오션 너무 잘간다 개미들 다같이 주씩 매집해서 주가 확 좀 밀어 올려봅시다,77.71
6669,2023-02-03,HMM,2,굿 모닝 쪽박찬 하수 안티야 모닝 커피 한잔 땡기자 나는 품위 있게 그윽한 커피향으로 딱 한잔 너는 아가리가 크고 개걸스러우니까 열잔 커피 마시고 잘해라 우잉,82.563
6670,2023-02-06,HMM,1,와 대차잔고 지난 년중 최소량으로 줄었네 내일은 뭔가 한번 급등할것 같은 느낌인데 그냥 느낌으로 끝나지말기를 기대합니다,77.626
6671,2023-02-01,HMM,1,공매형들 주가가 왜 올라가냐 좀더 분발해투카형 말좀 해봐아,76.418
6672,2023-02-02,HMM,2,금붕어들아 가치투자니 존버니 개솔하지말고 그럴거 같으면 삼전이나 사서 존버하지 다 고점에 처 물려서 물탈돈도없는것들이 맨날 망상회로만 돌리니 주가가 가냐 어익후 개미탕 맛나겄당,19.982
6673,2023-02-07,HMM,2,내가 책임지지 못할말 할사람으로 보이나 대폭락 한다에 내 돈 모두와 내 손목아지를 건다 대깨 넌 뭘걸래 쫄리면 뒈지시던가,10.386
6674,2023-02-06,HMM,2,꼴랑 거래량 만주에 빌빌싸고있네 화끈하게 밀지도못하네,11.709
6675,2023-02-06,HMM,1,쪽박찬 안티 하수야 커피 한잔 땡기자 개뿔도 못맞추는 소리 내질르지 말고 우잉 나는 품위 있으니까 그윽한 커피향으로 딱 한잔 너는 아가리가 크고 개걸스러우니까 열잔 쳐먹어라 파이팅 니들은 빵점짜리 글이다 정말 못맞춘다,56.536
6676,2023-02-02,HMM,2,시민분들께 알립니다 웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥 시민분들께 알립니다 해당 주식에 공매융단폭격이 있을 예정입니다 시민분들께서는 신속히 탈출하여 안전하게 대피하시길 바랍니다 공매융단폭격이 빠른시일내에 있을 예정입니다 목숨을 소중히 하시고 빠르게 탈출 하십시오 웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥,42.531
6677,2023-02-03,HMM,2,흠이 찌끔 팔아 포홀 잘 샀네 역시나 예상대로흠이는 매도가에서 조금만 오르고포홀은 매수가에서 크게 오르네,44.686
6678,2023-02-08,HMM,2,평단 층 주주입니다 아 아직 안샀고요 월쯤에 평균 천원에 사는게 목표입니다 잘부탁드립니다,76.31400000000001
6679,2023-02-06,HMM,2,매각기업 그룹이겠네 월쯤에시총 조 갈듯 더 빠질꺼고,13.962
6680,2023-02-06,HMM,1,나는 밑에서 위로 먹는다 똑같은 종목 똑같이 해도 수익이 다르다 하수 안티야,36.319
6681,2023-02-09,HMM,2,배 띄워라 배 띄워라 미국장 보고서 놀래서 개폭락 간다는 하수 안티,42.943
6682,2023-02-06,HMM,1,유엔글로벌콤팩트 가입 경영 강화 인권 노동 환경 반부패 대 원칙 이행 동참 은 환경 사회 지배구조 경영 강화를 위해 은 이번 가입을 계기로 책임 있는 인권경영 을 집중적으로 추진해 경영 역량을 향상시킬 관련 정보 공유 및 주주들과 의견 나눠 보세요,79.091
6683,2023-02-09,HMM,1,시외에 담아라 내일은 원 될꺼 같다 근거는 그냥 내 느낌 이다,78.28999999999999
6684,2023-02-02,HMM,2,돈복사하는법 갈켜준다 흠 게시판에 찬티들 버글버글할때 숏치고 외인들 패대기칠때 상환하고 삼전 파란불 뜰때마다 야금야금 모아봐라 한달 억 우습다,25.686
6685,2023-02-08,HMM,2,내일 눈치없이 개미들 매수하면서 주가 하락,18.382
6686,2023-02-01,HMM,1,조기 상환 같은 애널들이 가지고 꽤나 나불대더니만 왜 말이 없니 니들도 애널이라고 리포트 내는게 이상하다 그러니 그타령이지 목표가는 그때마다 다르게 편하는것들이 뭔 애널이라고 월급 받니 유치원생도 그런 소리 하겠다 알고 떠드는건지,20.039
6687,2023-02-07,HMM,2,누가 인수할까요 포스코 현대는 공식 포기의사 밝혔고 남은건 뿐이겠네요,11.124
6688,2023-02-02,HMM,2,종가는 원 폭락 예상한다,15.709
6689,2023-02-03,HMM,2,하파크로이드 머스크 전부 폭등중 미국 독일 하파크로이드 덴마크 머스크 폭등중이네물론 종가는 어찌될지모르지만 글로벌해운주들은 다폭등 중이네흠은 워낙 독자적이니까 예측불가지만뭔가 분위기상 저가매수던 운임 반등이던 괜찮아보이네요,72.24300000000001
6690,2023-02-01,HMM,2,영 부인 모셔서 주갈 올려 주라고 해야 것네 넘 안올라,75.353
6691,2023-02-08,HMM,2,지수가 포인터나 오르는데 이건 뭐 제자리 계속 눌리고 못가네,14.745
6692,2023-02-01,HMM,2,요거 요거 장담 하는데 월 내내 하벙이야우 투대이 하나,14.138
6693,2023-02-08,HMM,2,어허 지금쯤 원은 가있을 줄알았는데,24.204
6694,2023-02-01,HMM,2,손을 놓아라 전환사채 상장 가능성 있나 찌라시 뉴슨가 지난 해 처럼 또 속아야 되나 오늘 주가가 말할것,25.558
6695,2023-02-09,HMM,1,지금 더 사라고 하네요,72.488
6696,2023-02-03,HMM,2,매물도 없는데 상환하기 바쁜거 안보임 공매충 오빠 파랭일때 얼른 상환하세요,37.231
6697,2023-02-03,HMM,1,큰거 온다 아랫글이 현실적인 것 사는넘 입장에서 무조건 생각해야 한다파는넘이 갑이 아니고사는넘이 갑이라고 누누이 강조했다사는넘 과 파는넘 둘이 윈윈하는 구조과연 뭘까 여기서 주주들은 철저히 외면된다자본주의를 거스르지 말것 위험한 도박에 참여하지 말것 내가 근거없이 주가 원 말하는게 아니다 해운운임은 년 배인도 시기에는더욱 더 떨어질것이란건 저명한 물류 학자들모조리 다 예상하는 부분이다그렇다면 경기침체 공급우위 겹칠때지금의 운임 유지가 될것이라 생각하나 중국 봉쇄 풀고 대규모 소비를 촉진하는그래서 운임이 폭등할거란 망상경기부양책을 쓸거란 그런 망상은 그만해라경제 공부를 좀 하면 이런 소리를 안할거야 그렇다면 인수자 입장으로 돌아가서살넘도 윈 파는넘도 윈 하는 방법은주가 원까지 빠진 후시총이 가벼워 졌을때현금 경영권 프리미엄 조 박고채권단 모조리 전환한 후제 자 유증방식으로 경영권 가져가는그런 방식으로 매각은 진행될거라 본다 사는넘도 이익파는넘도 이익 자본주의 거스르려 하지마라개미는 절대 먹을게 없다 그렇게 코스피 한국장에서 그래왔고절대 개미들 떼 돈을 벌게 해주지 않는다는 말 큰거 온다빨리 튀는넘이위너라고 분명 형은 말했다 한국은 벌어질수 없는 일이 비상식적으로 가능한 나라이다 그것이 외국인들이 한국 코스피를 공매도 치는 그간 이유이기도 했다,21.358
6698,2023-02-09,HMM,1,소소하게 주 불타기 다시 주 위로 물량을 늘렸네 잼난 하루 내일은 또다시 새로운 태양이 뜬다 영화 바람과 함께 사라지다 의 명대사,76.701
6699,2023-02-09,HMM,2,매수 호가 받쳐 둔거 오늘 내리것네 만 아래로 곧 내리것어,44.86
6700,2023-02-02,HMM,2,헐 벌써 보합권으로 옴 오늘은 기대접어야하남,17.179
6701,2023-02-06,HMM,1,나는 오늘추매할거얌 좋은기회흔치않습니다 땡큐땡큐,84.092
6702,2023-02-09,HMM,1,세일 이다 주워라 돈이 없어 주 만 추매다,86.559
6703,2023-02-02,HMM,2,무너지기 시작 시되니 빠지기 시작이네,10.903
6704,2023-02-08,HMM,1,개수작 부리지말고 공개매수후 상폐해라 공개매수가 오만원,84.875
6705,2023-02-01,HMM,1,배당얼마주려나 작년보다는 많이 주겠지,65.048
6706,2023-02-08,HMM,2,언제쯤 벗어날까 대 요기에 본드 발라놨나 정신줄 잘 잡고 살아야하는데 슬프다,66.286
6707,2023-02-01,HMM,2,또 혹시나 해서 에라히 엉 수급을 보니 오늘도 또 쳐박히겠꾼 으헝 니덜은 아침에 눈뜨면 오늘은 무조건 주가가 펑펑 뛰어 줄꺼 같지 주변 상황이 어떻던 전혀 상관없이 그냥 이주시기는 무조건 상승일꺼라 믿지 저런 생각이가 든다는 자체가 바로 니덜은 차후 존나게 손실을 본다는 야그잉기라 으컹 그저 아무 근거나 이유도 없이 무조건 내가 보유헌 주시기는 오를거라 생각하게 되는 상황이 바로 거지가 되가는 확실헌 증표이니라 으히홍 알간 에라히 띨띨휘덜하 아후미타흐멘 엉,38.93
6708,2023-02-09,HMM,2,진짜 원 야금야금 내려와서 어느세 이제 원에서 원 사이에서 왔다갔다 시간 마다 원씩 내리것 같은 느낌이네 참 구질구질하다 이 주식 거래하는 외인 기관 개미들 전부 똑같이 구질구질하네,18.880000000000003
6709,2023-02-09,HMM,2,와 팬오션 잘가네 뭐하남 패노션 바지가랑이라도 잡고 좀 따라가던지 일간 거의 움직이지 않는데 어디 못박혀있남,18.831
6710,2023-02-08,HMM,1,오늘 홈슬라 원 상승 조정마감하고 상승시작 월말 만원 찍는다팔사람 동시호가 매도 걸어놔라,81.361
6711,2023-02-02,HMM,1,짐 폭등 조짐 낼은 흠이 폭등,86.075
6712,2023-02-02,HMM,2,하한가 매수운동 시작한다,53.203
6713,2023-02-02,HMM,1,매일 매수만 걸지 그 지 원에 주 그냥 쏘주 라면이나 사먹고 디비져자라 네 놈 글들 어제 매수못했는데 매수 걸어놨다 딱 거래하는거 보면 만 깨지면 좀 들어가야지,74.872
6714,2023-02-08,HMM,2,매각 호재가 이게 다가 아 드러버서 개국장 내가 반드시 떠난다 이나라는 진짜 희망제로네,17.363
6715,2023-02-08,HMM,2,매각 호재가 이게 다가 아 드러버서 개국장 내가 반드시 떠난다 이나라는 진짜 희망제로네,17.363
6716,2023-02-08,HMM,2,매각 호재가 이게 다가 아 드러버서 개국장 내가 반드시 떠난다 이나라는 진짜 희망제로네,17.363
6717,2023-02-08,HMM,2,매각 호재가 이게 다가 아 드러버서 개국장 내가 반드시 떠난다 이나라는 진짜 희망제로네,17.363
6718,2023-02-03,HMM,1,연기금 기관 외인 동시 매수 이신데 상승폭이 이게 뭡니까,82.053
6719,2023-02-01,HMM,1,삼성증권 오늘 추천주 이오테크닉스 미국 뉴욕증시가 지난달 일 현지 시각 자국 중앙은행인 연방준비제도 연준 의 긴축 완화 기대감으로 일제히 랠리 했다 대 지수 모두 전일 약세를 딛고 대 상승을 기록했다 이날 다우지수는 전일 보다 오른 만 에 장을 마감했다 대형주 위주의 스탠더드앤드푸어스 지수는 상승한 에 폐장했다 기술주 중심의 나스닥지수는 뛴 만 에 거래를 마쳤다 이에 따라 지난 한 달 간 다우는 은 나스닥은 정도 급등했다 이는 월 성적으로는 년 이후 최고다 연준은 이날부터 기준 금리를 결정하는 공개시장위원회 회의를 시작했다 시장은 연준이 이번 에서 의 금리인상을 단행할 것으로 예상하면서도 제롬 파월 연준 의장이 매파적 기조를 보일 가능성을 우려하고 있다 그의 발언 강도에 따라 향후 미국 증시의 향방이 결정될 전망이다 을 삼성증권은 옛 현대상선 을 꼽았다 중국 물동량 회복으로 해운 시황 턴어라운드가 기대된다는 이유에서다 삼성증권은 반도체 제작에 필요한 레이저 기술을 보유 중인 이오테크닉스도 주목했다 반도체 업황 부진에 따른 장기 낙폭이 과대한 매력이 있다는 설명이다 신규 사업 모멘텀도 부각되고 있다고 했다 중국 물동량 회복 해운 시황 턴어라운드 기대 이오테크닉스 반도체 업황 부진 따른 장기 낙폭 과대,74.894
6720,2023-02-01,HMM,1,산은 해진공의 적당한 이익을 내고 매각 현금성자산에서 조원 배당으로 각각 조 씩 상환 결정 확정 이슈로 주가 부양되면보유주 더블 매각 으로 충분,45.51499999999999
6721,2023-02-07,HMM,2,국내 기업들 아무도 인수 안하면 공기압이 될라나 외국계 사모펀드로 아니면 중국 놈에게 아무래도 공기업 되겠네 외국에 넘기면 수출입으로 먹고사는 우리 외국해운사 담합에 휘둘릴수도 있다,20.148
6722,2023-02-02,HMM,2,여윽시 오후,43.796
6723,2023-02-08,HMM,2,오늘은 고아원 가기전에 어묵 먹인거다 내일은 폭락할것 같은데,13.372
6724,2023-02-02,HMM,2,흠 조만간 더 떨어지겄네 앞에 숫자 에서 바뀌겄는데 애가뤼 쩌어억,10.771
